nombre,primero,puntos,puntos_maximos,share,award,año,Clave Join
"Westbrook,Russell",69.0,888.0,1010,0.879,Most Valuable Player,2017,RussellWestbrook
"Harden,James",22.0,753.0,1010,0.746,Most Valuable Player,2017,JamesHarden
"Leonard,Kawhi",9.0,500.0,1010,0.495,Most Valuable Player,2017,KawhiLeonard
"James,LeBron",1.0,333.0,1010,0.330,Most Valuable Player,2017,LeBronJames
"Thomas,Isaiah",0.0,81.0,1010,0.080,Most Valuable Player,2017,IsaiahThomas
"Curry,Stephen",0.0,52.0,1010,0.051,Most Valuable Player,2017,StephenCurry
"Antetokounmpo,Giannis",0.0,7.0,1010,0.007,Most Valuable Player,2017,GiannisAntetokounmpo
"Wall,John",0.0,7.0,1010,0.007,Most Valuable Player,2017,JohnWall
"Davis,Anthony",0.0,2.0,1010,0.002,Most Valuable Player,2017,AnthonyDavis
"Durant,Kevin",0.0,2.0,1010,0.002,Most Valuable Player,2017,KevinDurant
"DeRozan,DeMar",0.0,1.0,1010,0.001,Most Valuable Player,2017,DeMarDeRozan
"Brogdon,Malcolm",64.0,414.0,500,0.828,Rookie of the Year,2017,MalcolmBrogdon
"Šarić,Dario",13.0,266.0,500,0.532,Rookie of the Year,2017,DarioSaric
"Embiid,Joel",23.0,177.0,500,0.354,Rookie of the Year,2017,JoelEmbiid
"Hield,Buddy",0.0,21.0,500,0.042,Rookie of the Year,2017,BuddyHield
"Hernangómez,Willy",0.0,8.0,500,0.016,Rookie of the Year,2017,WillyHernangomez
"Murray,Jamal",0.0,8.0,500,0.016,Rookie of the Year,2017,JamalMurray
"Chriss,Marquese",0.0,3.0,500,0.006,Rookie of the Year,2017,MarqueseChriss
"Brown,Jaylen",0.0,1.0,500,0.002,Rookie of the Year,2017,JaylenBrown
"Ferrell,Yogi",0.0,1.0,500,0.002,Rookie of the Year,2017,YogiFerrell
"McGruder,Rodney",0.0,1.0,500,0.002,Rookie of the Year,2017,RodneyMcGruder
"Green,Draymond",73.0,434.0,500,0.868,Defensive Player of the Year,2017,DraymondGreen
"Gobert,Rudy",16.0,269.0,500,0.538,Defensive Player of the Year,2017,RudyGobert
"Leonard,Kawhi",11.0,182.0,500,0.364,Defensive Player of the Year,2017,KawhiLeonard
"Covington,Robert",0.0,4.0,500,0.008,Defensive Player of the Year,2017,RobertCovington
"James,LeBron",0.0,3.0,500,0.006,Defensive Player of the Year,2017,LeBronJames
"Roberson,Andre",0.0,3.0,500,0.006,Defensive Player of the Year,2017,AndreRoberson
"Whiteside,Hassan",0.0,3.0,500,0.006,Defensive Player of the Year,2017,HassanWhiteside
"Aldridge,LaMarcus",0.0,1.0,500,0.002,Defensive Player of the Year,2017,LaMarcusAldridge
"Beverley,Patrick",0.0,1.0,500,0.002,Defensive Player of the Year,2017,PatrickBeverley
"Gordon,Eric",46.0,358.0,500,0.716,Sixth Man of the Year,2017,EricGordon
"Iguodala,Andre",43.0,326.0,500,0.652,Sixth Man of the Year,2017,AndreIguodala
"Williams,Lou",5.0,70.0,500,0.140,Sixth Man of the Year,2017,LouWilliams
"Randolph,Zach",2.0,46.0,500,0.092,Sixth Man of the Year,2017,ZachRandolph
"Johnson,James",1.0,25.0,500,0.050,Sixth Man of the Year,2017,JamesJohnson
"Monroe,Greg",1.0,21.0,500,0.042,Sixth Man of the Year,2017,GregMonroe
"Crawford,Jamal",1.0,20.0,500,0.040,Sixth Man of the Year,2017,JamalCrawford
"Kanter,Enes",1.0,14.0,500,0.028,Sixth Man of the Year,2017,EnesKanter
"Mills,Patty",0.0,14.0,500,0.028,Sixth Man of the Year,2017,PattyMills
"Hardaway,Tim",0.0,3.0,500,0.006,Sixth Man of the Year,2017,TimHardaway
"Brogdon,Malcolm",0.0,1.0,500,0.002,Sixth Man of the Year,2017,MalcolmBrogdon
"Carter,Vince",0.0,1.0,500,0.002,Sixth Man of the Year,2017,VinceCarter
"Johnson,Tyler",0.0,1.0,500,0.002,Sixth Man of the Year,2017,TylerJohnson
"Antetokounmpo,Giannis",80.0,428.0,500,0.856,Most Improved Player,2017,GiannisAntetokounmpo
"Jokić,Nikola",14.0,161.0,500,0.322,Most Improved Player,2017,NikolaJokic
"Gobert,Rudy",1.0,113.0,500,0.226,Most Improved Player,2017,RudyGobert
"Porter,Otto",1.0,43.0,500,0.086,Most Improved Player,2017,OttoPorter
"Thomas,Isaiah",0.0,35.0,500,0.070,Most Improved Player,2017,IsaiahThomas
"Johnson,James",1.0,34.0,500,0.068,Most Improved Player,2017,JamesJohnson
"Beal,Bradley",1.0,19.0,500,0.038,Most Improved Player,2017,BradleyBeal
"Booker,Devin",1.0,18.0,500,0.036,Most Improved Player,2017,DevinBooker
"Hardaway,Tim",0.0,14.0,500,0.028,Most Improved Player,2017,TimHardaway
"Conley,Mike",1.0,5.0,500,0.010,Most Improved Player,2017,MikeConley
"Waiters,Dion",0.0,4.0,500,0.008,Most Improved Player,2017,DionWaiters
"Hayward,Gordon",0.0,3.0,500,0.006,Most Improved Player,2017,GordonHayward
"Nurkić,Jusuf",0.0,3.0,500,0.006,Most Improved Player,2017,JusufNurkic
"Porziņģis,Kristaps",0.0,3.0,500,0.006,Most Improved Player,2017,KristapsPorzingis
"Schröder,Dennis",0.0,3.0,500,0.006,Most Improved Player,2017,DennisSchroder
"Barnes,Harrison",0.0,2.0,500,0.004,Most Improved Player,2017,HarrisonBarnes
"Curry,Seth",0.0,2.0,500,0.004,Most Improved Player,2017,SethCurry
"Harris,Gary",0.0,2.0,500,0.004,Most Improved Player,2017,GaryHarris
"Turner,Myles",0.0,2.0,500,0.004,Most Improved Player,2017,MylesTurner
"Bradley,Avery",0.0,1.0,500,0.002,Most Improved Player,2017,AveryBradley
"Capela,Clint",0.0,1.0,500,0.002,Most Improved Player,2017,ClintCapela
"DeRozan,DeMar",0.0,1.0,500,0.002,Most Improved Player,2017,DeMarDeRozan
"Ingles,Joe",0.0,1.0,500,0.002,Most Improved Player,2017,JoeIngles
"Wall,John",0.0,1.0,500,0.002,Most Improved Player,2017,JohnWall
"Whiteside,Hassan",0.0,1.0,500,0.002,Most Improved Player,2017,HassanWhiteside
"Harden,James",86.0,965.0,1010,0.955,Most Valuable Player,2018,JamesHarden
"James,LeBron",15.0,738.0,1010,0.731,Most Valuable Player,2018,LeBronJames
"Davis,Anthony",0.0,445.0,1010,0.441,Most Valuable Player,2018,AnthonyDavis
"Lillard,Damian",0.0,207.0,1010,0.205,Most Valuable Player,2018,DamianLillard
"Westbrook,Russell",0.0,76.0,1010,0.075,Most Valuable Player,2018,RussellWestbrook
"Antetokounmpo,Giannis",0.0,75.0,1010,0.074,Most Valuable Player,2018,GiannisAntetokounmpo
"Durant,Kevin",0.0,66.0,1010,0.065,Most Valuable Player,2018,KevinDurant
"DeRozan,DeMar",0.0,32.0,1010,0.032,Most Valuable Player,2018,DeMarDeRozan
"Aldridge,LaMarcus",0.0,6.0,1010,0.006,Most Valuable Player,2018,LaMarcusAldridge
"Butler,Jimmy",0.0,5.0,1010,0.005,Most Valuable Player,2018,JimmyButler
"Curry,Stephen",0.0,5.0,1010,0.005,Most Valuable Player,2018,StephenCurry
"Embiid,Joel",0.0,4.0,1010,0.004,Most Valuable Player,2018,JoelEmbiid
"Oladipo,Victor",0.0,2.0,1010,0.002,Most Valuable Player,2018,VictorOladipo
"Simmons,Ben",90.0,481.0,505,0.952,Rookie of the Year,2018,BenSimmons
"Mitchell,Donovan",11.0,323.0,505,0.640,Rookie of the Year,2018,DonovanMitchell
"Tatum,Jayson",0.0,101.0,505,0.200,Rookie of the Year,2018,JaysonTatum
"Kuzma,Kyle",0.0,3.0,505,0.006,Rookie of the Year,2018,KyleKuzma
"Smith,Dennis",0.0,1.0,505,0.002,Rookie of the Year,2018,DennisSmith
"Gobert,Rudy",89.0,466.0,505,0.923,Defensive Player of the Year,2018,RudyGobert
"Embiid,Joel",2.0,163.0,505,0.323,Defensive Player of the Year,2018,JoelEmbiid
"Davis,Anthony",5.0,139.0,505,0.275,Defensive Player of the Year,2018,AnthonyDavis
"George,Paul",2.0,38.0,505,0.075,Defensive Player of the Year,2018,PaulGeorge
"Horford,Al",1.0,37.0,505,0.073,Defensive Player of the Year,2018,AlHorford
"Green,Draymond",1.0,20.0,505,0.040,Defensive Player of the Year,2018,DraymondGreen
"Holiday,Jrue",1.0,11.0,505,0.022,Defensive Player of the Year,2018,ueHoliday
"Covington,Robert",0.0,8.0,505,0.016,Defensive Player of the Year,2018,RobertCovington
"Durant,Kevin",0.0,7.0,505,0.014,Defensive Player of the Year,2018,KevinDurant
"Brown,Jaylen",0.0,5.0,505,0.010,Defensive Player of the Year,2018,JaylenBrown
"Thompson,Klay",0.0,4.0,505,0.008,Defensive Player of the Year,2018,KlayThompson
"Adams,Steven",0.0,3.0,505,0.006,Defensive Player of the Year,2018,StevenAdams
"Butler,Jimmy",0.0,3.0,505,0.006,Defensive Player of the Year,2018,JimmyButler
"Capela,Clint",0.0,2.0,505,0.004,Defensive Player of the Year,2018,ClintCapela
"Drummond,Andre",0.0,1.0,505,0.002,Defensive Player of the Year,2018,AndreDrummond
"Nurkić,Jusuf",0.0,1.0,505,0.002,Defensive Player of the Year,2018,JusufNurkic
"Oladipo,Victor",0.0,1.0,505,0.002,Defensive Player of the Year,2018,VictorOladipo
"Williams,Lou",97.0,495.0,505,0.980,Sixth Man of the Year,2018,LouWilliams
"Gordon,Eric",3.0,246.0,505,0.487,Sixth Man of the Year,2018,EricGordon
"VanVleet,Fred",1.0,64.0,505,0.127,Sixth Man of the Year,2018,FredVanVleet
"Barton,Will",0.0,62.0,505,0.123,Sixth Man of the Year,2018,WillBarton
"Ellington,Wayne",0.0,9.0,505,0.018,Sixth Man of the Year,2018,WayneEllington
"Olynyk,Kelly",0.0,7.0,505,0.014,Sixth Man of the Year,2018,KellyOlynyk
"Clarkson,Jordan",0.0,5.0,505,0.010,Sixth Man of the Year,2018,JordanClarkson
"Mirotić,Nikola",0.0,5.0,505,0.010,Sixth Man of the Year,2018,NikolaMirotic
"Kuzma,Kyle",0.0,4.0,505,0.008,Sixth Man of the Year,2018,KyleKuzma
"Rozier,Terry",0.0,3.0,505,0.006,Sixth Man of the Year,2018,TerryRozier
"Wade,Dwyane",0.0,3.0,505,0.006,Sixth Man of the Year,2018,DwyaneWade
"Barea,J.J.",0.0,1.0,505,0.002,Sixth Man of the Year,2018,JJBarea
"Belinelli,Marco",0.0,1.0,505,0.002,Sixth Man of the Year,2018,MarcoBelinelli
"Hood,Rodney",0.0,1.0,505,0.002,Sixth Man of the Year,2018,RodneyHood
"Mbah a Moute,Luc",0.0,1.0,505,0.002,Sixth Man of the Year,2018,LucMbahaMoute
"Poeltl,Jakob",0.0,1.0,505,0.002,Sixth Man of the Year,2018,JakobPoeltl
"Satoranský,Tomáš",0.0,1.0,505,0.002,Sixth Man of the Year,2018,TomasSatoransky
"Oladipo,Victor",99.0,499.0,505,0.988,Most Improved Player,2018,VictorOladipo
"Capela,Clint",1.0,99.0,505,0.196,Most Improved Player,2018,ClintCapela
"Dinwiddie,Spencer",1.0,50.0,505,0.099,Most Improved Player,2018,SpencerDinwiddie
"Drummond,Andre",0.0,46.0,505,0.091,Most Improved Player,2018,AndreDrummond
"Randle,Julius",0.0,36.0,505,0.071,Most Improved Player,2018,JuliusRandle
"Adams,Steven",0.0,34.0,505,0.067,Most Improved Player,2018,StevenAdams
"Brown,Jaylen",0.0,32.0,505,0.063,Most Improved Player,2018,JaylenBrown
"Murray,Jamal",0.0,24.0,505,0.048,Most Improved Player,2018,JamalMurray
"DeRozan,DeMar",0.0,9.0,505,0.018,Most Improved Player,2018,DeMarDeRozan
"Rozier,Terry",0.0,8.0,505,0.016,Most Improved Player,2018,TerryRozier
"Williams,Lou",0.0,8.0,505,0.016,Most Improved Player,2018,LouWilliams
"Antetokounmpo,Giannis",0.0,7.0,505,0.014,Most Improved Player,2018,GiannisAntetokounmpo
"Jokić,Nikola",0.0,6.0,505,0.012,Most Improved Player,2018,NikolaJokic
"Moore,E'Twaun",0.0,6.0,505,0.012,Most Improved Player,2018,ETwaunMoore
"Sabonis,Domantas",0.0,6.0,505,0.012,Most Improved Player,2018,DomantasSabonis
"VanVleet,Fred",0.0,6.0,505,0.012,Most Improved Player,2018,FredVanVleet
"Evans,Tyreke",0.0,4.0,505,0.008,Most Improved Player,2018,TyrekeEvans
"Ingram,Brandon",0.0,4.0,505,0.008,Most Improved Player,2018,BrandonIngram
"Murray,Dejounte",0.0,4.0,505,0.008,Most Improved Player,2018,DejounteMurray
"Harris,Tobias",0.0,3.0,505,0.006,Most Improved Player,2018,TobiasHarris
"Ingles,Joe",0.0,3.0,505,0.006,Most Improved Player,2018,JoeIngles
"Šarić,Dario",0.0,3.0,505,0.006,Most Improved Player,2018,DarioSaric
"Dunn,Kris",0.0,2.0,505,0.004,Most Improved Player,2018,KrisDunn
"Gordon,Aaron",0.0,2.0,505,0.004,Most Improved Player,2018,AaronGordon
"Harrell,Montrezl",0.0,1.0,505,0.002,Most Improved Player,2018,MontrezlHarrell
"Porziņģis,Kristaps",0.0,1.0,505,0.002,Most Improved Player,2018,KristapsPorzingis
"Richardson,Josh",0.0,1.0,505,0.002,Most Improved Player,2018,JoshRichardson
"Rubio,Ricky",0.0,1.0,505,0.002,Most Improved Player,2018,RickyRubio
"Siakam,Pascal",0.0,1.0,505,0.002,Most Improved Player,2018,PascalSiakam
"Towns,Karl-Anthony",0.0,1.0,505,0.002,Most Improved Player,2018,KarlAnthonyTowns
"Waller-Prince,Taurean",0.0,1.0,505,0.002,Most Improved Player,2018,TaureanWallerPrince
"Warren,T.J.",0.0,1.0,505,0.002,Most Improved Player,2018,TJWarren
"Antetokounmpo,Giannis",78.0,941.0,1010,0.932,Most Valuable Player,2019,GiannisAntetokounmpo
"Harden,James",23.0,776.0,1010,0.768,Most Valuable Player,2019,JamesHarden
"George,Paul",0.0,356.0,1010,0.352,Most Valuable Player,2019,PaulGeorge
"Jokić,Nikola",0.0,212.0,1010,0.210,Most Valuable Player,2019,NikolaJokic
"Curry,Stephen",0.0,175.0,1010,0.173,Most Valuable Player,2019,StephenCurry
"Lillard,Damian",0.0,69.0,1010,0.068,Most Valuable Player,2019,DamianLillard
"Embiid,Joel",0.0,49.0,1010,0.049,Most Valuable Player,2019,JoelEmbiid
"Durant,Kevin",0.0,25.0,1010,0.025,Most Valuable Player,2019,KevinDurant
"Leonard,Kawhi",0.0,13.0,1010,0.013,Most Valuable Player,2019,KawhiLeonard
"Westbrook,Russell",0.0,8.0,1010,0.008,Most Valuable Player,2019,RussellWestbrook
"Gobert,Rudy",0.0,1.0,1010,0.001,Most Valuable Player,2019,RudyGobert
"James,LeBron",0.0,1.0,1010,0.001,Most Valuable Player,2019,LeBronJames
"Dončić,Luka",98.0,496.0,500,0.992,Rookie of the Year,2019,LukaDoncic
"Young,Trae",2.0,301.0,500,0.602,Rookie of the Year,2019,TraeYoung
"Ayton,Deandre",0.0,66.0,500,0.132,Rookie of the Year,2019,DeandreAyton
"Jackson,Jaren",0.0,12.0,500,0.024,Rookie of the Year,2019,JarenJackson
"Sexton,Collin",0.0,10.0,500,0.020,Rookie of the Year,2019,CollinSexton
"Gilgeous-Alexander,Shai",0.0,7.0,500,0.014,Rookie of the Year,2019,ShaiGilgeousAlexander
"Bagley,Marvin",0.0,6.0,500,0.012,Rookie of the Year,2019,MarvinBagley
"Okogie,Josh",0.0,1.0,500,0.002,Rookie of the Year,2019,JoshOkogie
"Robinson,Mitchell",0.0,1.0,500,0.002,Rookie of the Year,2019,MitchellRobinson
"Gobert,Rudy",65.0,411.0,500,0.822,Defensive Player of the Year,2019,RudyGobert
"Antetokounmpo,Giannis",26.0,280.0,500,0.560,Defensive Player of the Year,2019,GiannisAntetokounmpo
"George,Paul",6.0,150.0,500,0.300,Defensive Player of the Year,2019,PaulGeorge
"Embiid,Joel",1.0,26.0,500,0.052,Defensive Player of the Year,2019,JoelEmbiid
"Turner,Myles",0.0,15.0,500,0.030,Defensive Player of the Year,2019,MylesTurner
"Green,Draymond",1.0,6.0,500,0.012,Defensive Player of the Year,2019,DraymondGreen
"Leonard,Kawhi",1.0,6.0,500,0.012,Defensive Player of the Year,2019,KawhiLeonard
"Smart,Marcus",0.0,4.0,500,0.008,Defensive Player of the Year,2019,MarcusSmart
"Allen,Jarrett",0.0,1.0,500,0.002,Defensive Player of the Year,2019,JarrettAllen
"Beverley,Patrick",0.0,1.0,500,0.002,Defensive Player of the Year,2019,PatrickBeverley
"Williams,Lou",96.0,489.0,500,0.978,Sixth Man of the Year,2019,LouWilliams
"Sabonis,Domantas",1.0,190.0,500,0.380,Sixth Man of the Year,2019,DomantasSabonis
"Harrell,Montrezl",2.0,142.0,500,0.284,Sixth Man of the Year,2019,MontrezlHarrell
"Dinwiddie,Spencer",0.0,34.0,500,0.068,Sixth Man of the Year,2019,SpencerDinwiddie
"Ross,Terrence",0.0,12.0,500,0.024,Sixth Man of the Year,2019,TerrenceRoss
"Rose,Derrick",0.0,11.0,500,0.022,Sixth Man of the Year,2019,DerrickRose
"Wade,Dwyane",0.0,8.0,500,0.016,Sixth Man of the Year,2019,DwyaneWade
"Schröder,Dennis",1.0,5.0,500,0.010,Sixth Man of the Year,2019,DennisSchroder
"Morris,Monte",0.0,3.0,500,0.006,Sixth Man of the Year,2019,MonteMorris
"Iguodala,Andre",0.0,2.0,500,0.004,Sixth Man of the Year,2019,AndreIguodala
"Beasley,Malik",0.0,1.0,500,0.002,Sixth Man of the Year,2019,MalikBeasley
"Bertāns,Dāvis",0.0,1.0,500,0.002,Sixth Man of the Year,2019,DavisBertans
"Crowder,Jae",0.0,1.0,500,0.002,Sixth Man of the Year,2019,JaeCrowder
"Davis,Ed",0.0,1.0,500,0.002,Sixth Man of the Year,2019,EdDavis
"Siakam,Pascal",86.0,469.0,500,0.938,Most Improved Player,2019,PascalSiakam
"Russell,D'Angelo",12.0,255.0,500,0.510,Most Improved Player,2019,DAngeloRussell
"Fox,De'Aaron",1.0,77.0,500,0.154,Most Improved Player,2019,DeAaronFox
"Hield,Buddy",0.0,22.0,500,0.044,Most Improved Player,2019,BuddyHield
"Vučević,Nikola",0.0,20.0,500,0.040,Most Improved Player,2019,NikolaVucevic
"Sabonis,Domantas",0.0,10.0,500,0.020,Most Improved Player,2019,DomantasSabonis
"Harrell,Montrezl",0.0,9.0,500,0.018,Most Improved Player,2019,MontrezlHarrell
"Rose,Derrick",1.0,8.0,500,0.016,Most Improved Player,2019,DerrickRose
"Collins,John",0.0,6.0,500,0.012,Most Improved Player,2019,JohnCollins
"Antetokounmpo,Giannis",0.0,4.0,500,0.008,Most Improved Player,2019,GiannisAntetokounmpo
"Beasley,Malik",0.0,3.0,500,0.006,Most Improved Player,2019,MalikBeasley
"Gallinari,Danilo",0.0,3.0,500,0.006,Most Improved Player,2019,DaniloGallinari
"George,Paul",0.0,3.0,500,0.006,Most Improved Player,2019,PaulGeorge
"Bogdanović,Bojan",0.0,2.0,500,0.004,Most Improved Player,2019,BojanBogdanovic
"Bryant,Thomas",0.0,2.0,500,0.004,Most Improved Player,2019,ThomasBryant
"Cauley-Stein,Willie",0.0,1.0,500,0.002,Most Improved Player,2019,WillieCauleyStein
"Dinwiddie,Spencer",0.0,1.0,500,0.002,Most Improved Player,2019,SpencerDinwiddie
"Forbes,Bryn",0.0,1.0,500,0.002,Most Improved Player,2019,BrynForbes
"Grant,Jerami",0.0,1.0,500,0.002,Most Improved Player,2019,JeramiGrant
"LaVine,Zach",0.0,1.0,500,0.002,Most Improved Player,2019,ZachLaVine
"Richardson,Josh",0.0,1.0,500,0.002,Most Improved Player,2019,JoshRichardson
"White,Derrick",0.0,1.0,500,0.002,Most Improved Player,2019,DerrickWhite
